0
-0.0268278 0.0011193 0.000195304 9.12934e-05 0.00173201 -0.00266566 
8.59582e-05 0.213807 0.158665 0.000781341 -6.2441e-05 0.000994704 
-0.000914567 0.154346 -0.00156756 -0.000254727 5.8582e-05 -0.000203292 
0.00133774 0.000109099 0.00155871 -9.31059e-05 0.156055 -0.000433783 
0.000887898 -0.000256963 0.000261612 0.154383 0.212493 5.56715e-05 
-0.00298589 0.00157152 0.00300054 0.000575612 -0.000754132 -0.0271456 

0.01
-0.0275844 0.0013391 0.00398781 0.00144514 0.00470465 -0.00355466 
-0.00150988 0.213713 0.164459 -4.64369e-05 0.00287935 -0.00191265 
-0.00332447 0.154916 0.00732909 0.00014929 -0.00275908 -0.00791988 
-0.00209738 -0.0030761 0.00159611 0.00382197 0.155593 -0.00745347 
-0.000275671 0.00104711 0.00190691 0.158036 0.212728 -0.00404267 
-0.00319581 0.00359475 0.00488588 0.00233617 -0.00246375 -0.0292512 

0.02
-0.0280228 0.00145234 0.00641368 0.00211203 0.00622401 -0.00414038 
-0.00222796 0.21368 0.167739 -0.000584872 0.00487213 -0.00387367 
-0.00473863 0.155205 0.0123539 -7.99315e-05 -0.00491065 -0.0126896 
-0.00465722 -0.00521279 0.00158886 0.00644354 0.154778 -0.0112447 
-0.00126016 0.00198065 0.00268494 0.160797 0.212887 -0.00601804 
-0.00340357 0.00497169 0.0060377 0.0040667 -0.00294714 -0.030275 

0.03
-0.0282803 0.00154426 0.00813341 0.00258093 0.00712238 -0.00453354 
-0.00249105 0.21369 0.169853 -0.000854206 0.00617126 -0.00527497 
-0.00564221 0.155251 0.015369 -0.000475291 -0.00652268 -0.0158562 
-0.00662052 -0.00672861 0.00146497 0.00820231 0.153874 -0.0135258 
-0.00209684 0.00263472 0.00312013 0.162943 0.213038 -0.00699696 
-0.00358296 0.00595013 0.00679062 0.00553778 -0.00297479 -0.0308145 

0.04
-0.028422 0.0016447 0.00945126 0.00297065 0.00770874 -0.00481071 
-0.00248255 0.213727 0.171359 -0.000952644 0.00702076 -0.00634629 
-0.0062383 0.155123 0.0172646 -0.000911147 -0.00775816 -0.018112 
-0.00816556 -0.00785873 0.00125693 0.00937948 0.152941 -0.0150258 
-0.00281897 0.00307706 0.00341557 0.164672 0.213196 -0.00744877 
-0.00373035 0.0066789 0.00732907 0.00677687 -0.00280609 -0.0311052 

0.06
-0.0284888 0.0019021 0.0114313 0.00363535 0.00841425 -0.00517358 
-0.00199098 0.21385 0.173448 -0.000882278 0.00792917 -0.00794831 
-0.00688686 0.154528 0.0192781 -0.00178224 -0.00951152 -0.0211639 
-0.0104283 -0.00942801 0.000702499 0.0106278 0.151025 -0.0168735 
-0.0040205 0.00351482 0.00386878 0.167337 0.213532 -0.00754108 
-0.00394405 0.0076964 0.00809988 0.0087741 -0.00222222 -0.0313086 

0.08
-0.0283749 0.00224354 0.0129576 0.00421034 0.00880255 -0.00540265 
-0.00113693 0.214008 0.174922 -0.000658515 0.0082507 -0.00917412 
-0.00712063 0.153638 0.0200658 -0.00261315 -0.0106813 -0.0232093 
-0.0119965 -0.0104526 6.59095e-05 0.0109728 0.14904 -0.0179884 
-0.0050093 0.00355669 0.00428055 0.169358 0.21388 -0.00707938 
-0.00407958 0.00837927 0.00869892 0.0103876 -0.00149134 -0.0312503 

0.1
-0.0281437 0.00266761 0.014266 0.00472543 0.00902072 -0.00556331 
-7.58117e-05 0.21418 0.176087 -0.000392871 0.00825355 -0.0102094 
-0.00712496 0.152545 0.0202223 -0.00340129 -0.0114986 -0.0247417 
-0.0131424 -0.0111519 -0.000595988 0.0107737 0.146971 -0.018759 
