54 -0.5 0.5 0.5 1.5 1.5 2.5 2.5 3.5 3.5 4.5 4.5 5.5 5.5 6.5 6.5 7.5 7.5 8.5
-0.5 0.025335 0.025335 0.0882048 0.0882048 0.116633 0.116633 0.146349 0.146349 0.178267 0.178267 0.166728 0.166728 0.117298 0.117298 0.0991801 0.0991801 0.0279838 0.0279838
0.5 0.025335 0.025335 0.0882048 0.0882048 0.116633 0.116633 0.146349 0.146349 0.178267 0.178267 0.166728 0.166728 0.117298 0.117298 0.0991801 0.0991801 0.0279838 0.0279838
0.5 0.0566346 0.0566346 0.23151 0.23151 0.225209 0.225209 0.183108 0.183108 0.180996 0.180996 0.176754 0.176754 0.221787 0.221787 0.231551 0.231551 0.0548489 0.0548489
1.5 0.0566346 0.0566346 0.23151 0.23151 0.225209 0.225209 0.183108 0.183108 0.180996 0.180996 0.176754 0.176754 0.221787 0.221787 0.231551 0.231551 0.0548489 0.0548489
1.5 0.0601799 0.0601799 0.22223 0.22223 0.1659 0.1659 0.204678 0.204678 0.213283 0.213283 0.196918 0.196918 0.187528 0.187528 0.195771 0.195771 0.0343693 0.0343693
2.5 0.0601799 0.0601799 0.22223 0.22223 0.1659 0.1659 0.204678 0.204678 0.213283 0.213283 0.196918 0.196918 0.187528 0.187528 0.195771 0.195771 0.0343693 0.0343693
2.5 0.0410886 0.0410886 0.222321 0.222321 0.206732 0.206732 0.189691 0.189691 0.207813 0.207813 0.185284 0.185284 0.191989 0.191989 0.244444 0.244444 0.0452295 0.0452295
3.5 0.0410886 0.0410886 0.222321 0.222321 0.206732 0.206732 0.189691 0.189691 0.207813 0.207813 0.185284 0.185284 0.191989 0.191989 0.244444 0.244444 0.0452295 0.0452295
3.5 0.0635222 0.0635222 0.208542 0.208542 0.197519 0.197519 0.193035 0.193035 0.179297 0.179297 0.198273 0.198273 0.197102 0.197102 0.206534 0.206534 0.0463553 0.0463553
4.5 0.0635222 0.0635222 0.208542 0.208542 0.197519 0.197519 0.193035 0.193035 0.179297 0.179297 0.198273 0.198273 0.197102 0.197102 0.206534 0.206534 0.0463553 0.0463553
4.5 0.0416222 0.0416222 0.0974926 0.0974926 0.115007 0.115007 0.171266 0.171266 0.145558 0.145558 0.161699 0.161699 0.114891 0.114891 0.0881554 0.0881554 0.0303035 0.0303035
5.5 0.0416222 0.0416222 0.0974926 0.0974926 0.115007 0.115007 0.171266 0.171266 0.145558 0.145558 0.161699 0.161699 0.114891 0.114891 0.0881554 0.0881554 0.0303035 0.0303035
