54	-0.5	0.5	0.5	1.5	1.5	2.5	2.5	3.5	3.5	4.5	4.5	5.5	5.5	6.5	6.5	7.5	7.5	8.5	
-0.5	-0.0748403	-0.0748403	-0.333022	-0.333022	-0.391391	-0.391391	0.0318553	0.0318553	0.453483	0.453483	0.757567	0.757567	0.639034	0.639034	0.356286	0.356286	-0.0291915	-0.0291915	
0.5	-0.0748403	-0.0748403	-0.333022	-0.333022	-0.391391	-0.391391	0.0318553	0.0318553	0.453483	0.453483	0.757567	0.757567	0.639034	0.639034	0.356286	0.356286	-0.0291915	-0.0291915	
0.5	-0.071235	-0.071235	-0.0923265	-0.0923265	-0.0486135	-0.0486135	0.00705557	0.00705557	-0.0294646	-0.0294646	0.0673983	0.0673983	0.0637723	0.0637723	0.103243	0.103243	0.00769673	0.00769673	
1.5	-0.071235	-0.071235	-0.0923265	-0.0923265	-0.0486135	-0.0486135	0.00705557	0.00705557	-0.0294646	-0.0294646	0.0673983	0.0673983	0.0637723	0.0637723	0.103243	0.103243	0.00769673	0.00769673	
1.5	0.00454122	0.00454122	0.0215687	0.0215687	0.0930649	0.0930649	0.0134264	0.0134264	0.00546594	0.00546594	0.0421553	0.0421553	-0.085177	-0.085177	0.0184108	0.0184108	0.000615782	0.000615782	
2.5	0.00454122	0.00454122	0.0215687	0.0215687	0.0930649	0.0930649	0.0134264	0.0134264	0.00546594	0.00546594	0.0421553	0.0421553	-0.085177	-0.085177	0.0184108	0.0184108	0.000615782	0.000615782	
2.5	-0.00454122	-0.00454122	-0.0215687	-0.0215687	-0.0930649	-0.0930649	-0.0134264	-0.0134264	-0.00546594	-0.00546594	-0.0421553	-0.0421553	0.085177	0.085177	-0.0184108	-0.0184108	-0.000615782	-0.000615782	
3.5	-0.00454122	-0.00454122	-0.0215687	-0.0215687	-0.0930649	-0.0930649	-0.0134264	-0.0134264	-0.00546594	-0.00546594	-0.0421553	-0.0421553	0.085177	0.085177	-0.0184108	-0.0184108	-0.000615782	-0.000615782	
3.5	0.071235	0.071235	0.0923265	0.0923265	0.0486135	0.0486135	-0.00705557	-0.00705557	0.0294646	0.0294646	-0.0673983	-0.0673983	-0.0637723	-0.0637723	-0.103243	-0.103243	-0.00769673	-0.00769673	
4.5	0.071235	0.071235	0.0923265	0.0923265	0.0486135	0.0486135	-0.00705557	-0.00705557	0.0294646	0.0294646	-0.0673983	-0.0673983	-0.0637723	-0.0637723	-0.103243	-0.103243	-0.00769673	-0.00769673	
4.5	0.0748403	0.0748403	0.333022	0.333022	0.391391	0.391391	-0.0318553	-0.0318553	-0.453483	-0.453483	-0.757567	-0.757567	-0.639034	-0.639034	-0.356286	-0.356286	0.0291915	0.0291915	
5.5	0.0748403	0.0748403	0.333022	0.333022	0.391391	0.391391	-0.0318553	-0.0318553	-0.453483	-0.453483	-0.757567	-0.757567	-0.639034	-0.639034	-0.356286	-0.356286	0.0291915	0.0291915	

