4  -14.2233 -14.0543  52.4847    7.572853 691.96
6  -14.2233 -14.1366  30.4128    42.902529 691.96
8  -14.2233 -14.1672  22.4969   61.504215 691.96
10 -14.2233 -14.1848  18.5077  160.936196 691.96
12 -14.2233 -14.1957  14.1354  332.673122 691.96
14 -14.2233 -14.2023  10.8716  657.756403 691.96
16 -14.2233 -14.2074  8.56964  804.047073 691.96
20 -14.2233 -14.2141  4.48092    1912.497939 691.96
24 -14.2233 -14.2177  2.58944 3561.925406 691.96
