54 -0.5 0.5 0.5 1.5 1.5 2.5 2.5 3.5 3.5 4.5 4.5 5.5 5.5 6.5 6.5 7.5 7.5 8.5 
-0.5 0.00525789 0.00525789 0.0266326 0.0266326 0.035805 0.035805 0.0344213 0.0344213 0.0302237 0.0302237 0.0344415 0.0344415 0.0358224 0.0358224 0.0266204 0.0266204 0.00525176 0.00525176
0.5 0.00525789 0.00525789 0.0266326 0.0266326 0.035805 0.035805 0.0344213 0.0344213 0.0302237 0.0302237 0.0344415 0.0344415 0.0358224 0.0358224 0.0266204 0.0266204 0.00525176 0.00525176
0.5 0.0267184 0.0267184 0.115217 0.115217 0.136356 0.136356 0.125675 0.125675 0.105555 0.105555 0.125684 0.125684 0.136334 0.136334 0.115157 0.115157 0.0266834 0.0266834
1.5 0.0267184 0.0267184 0.115217 0.115217 0.136356 0.136356 0.125675 0.125675 0.105555 0.105555 0.125684 0.125684 0.136334 0.136334 0.115157 0.115157 0.0266834 0.0266834
1.5 0.0365362 0.0365362 0.135424 0.135424 0.106804 0.106804 0.104124 0.104124 0.0865799 0.0865799 0.104106 0.104106 0.106735 0.106735 0.135397 0.135397 0.0365162 0.0365162
2.5 0.0365362 0.0365362 0.135424 0.135424 0.106804 0.106804 0.104124 0.104124 0.0865799 0.0865799 0.104106 0.104106 0.106735 0.106735 0.135397 0.135397 0.0365162 0.0365162
2.5 0.0365031 0.0365031 0.13534 0.13534 0.106708 0.106708 0.10404 0.10404 0.086554 0.086554 0.104116 0.104116 0.106756 0.106756 0.13541 0.13541 0.0365182 0.0365182
3.5 0.0365031 0.0365031 0.13534 0.13534 0.106708 0.106708 0.10404 0.10404 0.086554 0.086554 0.104116 0.104116 0.106756 0.106756 0.13541 0.13541 0.0365182 0.0365182
3.5 0.0266875 0.0266875 0.115188 0.115188 0.13642 0.13642 0.125716 0.125716 0.105585 0.105585 0.125684 0.125684 0.136327 0.136327 0.115154 0.115154 0.0266824 0.0266824
4.5 0.0266875 0.0266875 0.115188 0.115188 0.13642 0.13642 0.125716 0.125716 0.105585 0.105585 0.125684 0.125684 0.136327 0.136327 0.115154 0.115154 0.0266824 0.0266824
4.5 0.00524968 0.00524968 0.0266205 0.0266205 0.035858 0.035858 0.0344742 0.0344742 0.030242 0.030242 0.0344234 0.0344234 0.0358018 0.0358018 0.0266116 0.0266116 0.00525069 0.00525069
5.5 0.00524968 0.00524968 0.0266205 0.0266205 0.035858 0.035858 0.0344742 0.0344742 0.030242 0.030242 0.0344234 0.0344234 0.0358018 0.0358018 0.0266116 0.0266116 0.00525069 0.00525069
