48 -0.5 0.5 0.5 1.5 1.5 2.5 2.5 3.5 3.5 4.5 4.5 5.5 5.5 6.5 6.5 7.5 
-0.5 0.00763703 0.00763703 0.053221 0.053221 0.0384672 0.0384672 0.0577336 0.0577336 0.046178 0.046178 0.0562352 0.0562352 0.0820812 0.0820812 0.00769563 0.00769563
0.5 0.00763703 0.00763703 0.053221 0.053221 0.0384672 0.0384672 0.0577336 0.0577336 0.046178 0.046178 0.0562352 0.0562352 0.0820812 0.0820812 0.00769563 0.00769563
0.5 0.0752831 0.0752831 0.283101 0.283101 0.188567 0.188567 0.210282 0.210282 0.210575 0.210575 0.196562 0.196562 0.300615 0.300615 0.0877297 0.0877297
1.5 0.0752831 0.0752831 0.283101 0.283101 0.188567 0.188567 0.210282 0.210282 0.210575 0.210575 0.196562 0.196562 0.300615 0.300615 0.0877297 0.0877297
1.5 0.0418598 0.0418598 0.223904 0.223904 0.10834 0.10834 0.173313 0.173313 0.192151 0.192151 0.098634 0.098634 0.204826 0.204826 0.0541597 0.0541597
2.5 0.0418598 0.0418598 0.223904 0.223904 0.10834 0.10834 0.173313 0.173313 0.192151 0.192151 0.098634 0.098634 0.204826 0.204826 0.0541597 0.0541597
2.5 0.0472433 0.0472433 0.197889 0.197889 0.0994113 0.0994113 0.190933 0.190933 0.160783 0.160783 0.112716 0.112716 0.225585 0.225585 0.040526 0.040526
3.5 0.0472433 0.0472433 0.197889 0.197889 0.0994113 0.0994113 0.190933 0.190933 0.160783 0.160783 0.112716 0.112716 0.225585 0.225585 0.040526 0.040526
3.5 0.0878281 0.0878281 0.307733 0.307733 0.192509 0.192509 0.211202 0.211202 0.218076 0.218076 0.189806 0.189806 0.274628 0.274628 0.0716697 0.0716697
4.5 0.0878281 0.0878281 0.307733 0.307733 0.192509 0.192509 0.211202 0.211202 0.218076 0.218076 0.189806 0.189806 0.274628 0.274628 0.0716697 0.0716697
4.5 0.00951919 0.00951919 0.0882749 0.0882749 0.0544076 0.0544076 0.0525543 0.0525543 0.067089 0.067089 0.0384582 0.0384582 0.0533111 0.0533111 0.00869458 0.00869458
5.5 0.00951919 0.00951919 0.0882749 0.0882749 0.0544076 0.0544076 0.0525543 0.0525543 0.067089 0.067089 0.0384582 0.0384582 0.0533111 0.0533111 0.00869458 0.00869458

48 -0.5 0.5 0.5 1.5 1.5 2.5 2.5 3.5 3.5 4.5 4.5 5.5 5.5 6.5 6.5 7.5 
-0.5 0.0213375 0.0213375 0.0764725 0.0764725 0.0265378 0.0265378 0.055356 0.055356 0.0733285 0.0733285 0.0323192 0.0323192 0.0245582 0.0245582 0.0130254 0.0130254
0.5 0.0213375 0.0213375 0.0764725 0.0764725 0.0265378 0.0265378 0.055356 0.055356 0.0733285 0.0733285 0.0323192 0.0323192 0.0245582 0.0245582 0.0130254 0.0130254
0.5 0.114306 0.114306 0.287896 0.287896 0.130859 0.130859 0.199823 0.199823 0.174669 0.174669 0.010648 0.010648 0.0291363 0.0291363 0.0325309 0.0325309
1.5 0.114306 0.114306 0.287896 0.287896 0.130859 0.130859 0.199823 0.199823 0.174669 0.174669 0.010648 0.010648 0.0291363 0.0291363 0.0325309 0.0325309
1.5 0.0673641 0.0673641 0.186756 0.186756 0.13867 0.13867 0.139038 0.139038 0.181823 0.181823 0.182944 0.182944 0.16686 0.16686 0.0505639 0.0505639
2.5 0.0673641 0.0673641 0.186756 0.186756 0.13867 0.13867 0.139038 0.139038 0.181823 0.181823 0.182944 0.182944 0.16686 0.16686 0.0505639 0.0505639
2.5 0.0813719 0.0813719 0.179915 0.179915 0.222777 0.222777 0.160487 0.160487 0.146224 0.146224 0.129805 0.129805 0.207925 0.207925 0.0421924 0.0421924
3.5 0.0813719 0.0813719 0.179915 0.179915 0.222777 0.222777 0.160487 0.160487 0.146224 0.146224 0.129805 0.129805 0.207925 0.207925 0.0421924 0.0421924
3.5 0.049191 0.049191 0.0277817 0.0277817 0.0168618 0.0168618 0.173127 0.173127 0.204931 0.204931 0.103511 0.103511 0.285853 0.285853 0.0965125 0.0965125
4.5 0.049191 0.049191 0.0277817 0.0277817 0.0168618 0.0168618 0.173127 0.173127 0.204931 0.204931 0.103511 0.103511 0.285853 0.285853 0.0965125 0.0965125
4.5 0.0238684 0.0238684 0.0385483 0.0385483 0.0570477 0.0570477 0.112227 0.112227 0.0863087 0.0863087 0.0287107 0.0287107 0.0857842 0.0857842 0.0222159 0.0222159
