54	-0.5	0.5	0.5	1.5	1.5	2.5	2.5	3.5	3.5	4.5	4.5	5.5	5.5	6.5	6.5	7.5	7.5	8.5	
-0.5	-2.03023	-2.03023	-1.54374	-1.54374	-1.56073	-1.56073	-0.610991	-0.610991	0	0	0.610991	0.610991	1.56073	1.56073	1.54374	1.54374	2.03023	2.03023	
0.5	-2.03023	-2.03023	-1.54374	-1.54374	-1.56073	-1.56073	-0.610991	-0.610991	0	0	0.610991	0.610991	1.56073	1.56073	1.54374	1.54374	2.03023	2.03023	
0.5	-0.861154	-0.861154	-0.482413	-0.482413	-0.107829	-0.107829	0.116752	0.116752	0	0	-0.116752	-0.116752	0.107829	0.107829	0.482413	0.482413	0.861154	0.861154	
1.5	-0.861154	-0.861154	-0.482413	-0.482413	-0.107829	-0.107829	0.116752	0.116752	0	0	-0.116752	-0.116752	0.107829	0.107829	0.482413	0.482413	0.861154	0.861154	
1.5	-0.560902	-0.560902	-0.0063119	-0.0063119	0.28394	0.28394	-0.113732	-0.113732	0	0	0.113732	0.113732	-0.28394	-0.28394	0.0063119	0.0063119	0.560902	0.560902	
2.5	-0.560902	-0.560902	-0.0063119	-0.0063119	0.28394	0.28394	-0.113732	-0.113732	0	0	0.113732	0.113732	-0.28394	-0.28394	0.0063119	0.0063119	0.560902	0.560902	
2.5	-0.564828	-0.564828	-0.00946975	-0.00946975	0.105698	0.105698	-0.0850033	-0.0850033	0	0	0.0850033	0.0850033	-0.105698	-0.105698	0.00946975	0.00946975	0.564828	0.564828	
3.5	-0.564828	-0.564828	-0.00946975	-0.00946975	0.105698	0.105698	-0.0850033	-0.0850033	0	0	0.0850033	0.0850033	-0.105698	-0.105698	0.00946975	0.00946975	0.564828	0.564828	
3.5	-0.782224	-0.782224	-0.286844	-0.286844	0.00455651	0.00455651	0.177095	0.177095	0	0	-0.177095	-0.177095	-0.00455651	-0.00455651	0.286844	0.286844	0.782224	0.782224	
4.5	-0.782224	-0.782224	-0.286844	-0.286844	0.00455651	0.00455651	0.177095	0.177095	0	0	-0.177095	-0.177095	-0.00455651	-0.00455651	0.286844	0.286844	0.782224	0.782224	
4.5	-1.98458	-1.98458	-0.854452	-0.854452	-0.53033	-0.53033	0.114723	0.114723	0	0	-0.114723	-0.114723	0.53033	0.53033	0.854452	0.854452	1.98458	1.98458	
5.5	-1.98458	-1.98458	-0.854452	-0.854452	-0.53033	-0.53033	0.114723	0.114723	0	0	-0.114723	-0.114723	0.53033	0.53033	0.854452	0.854452	1.98458	1.98458	

