36 -0.5 0.5 0.5 1.5 1.5 2.5 2.5 3.5 3.5 4.5 4.5 5.5 
-0.5 0.0949108 0.0949108 0.133193 0.133193 0.178354 0.178354 0.178751 0.178751 0.133843 0.133843 0.0952955 0.0952955
0.5 0.0949108 0.0949108 0.133193 0.133193 0.178354 0.178354 0.178751 0.178751 0.133843 0.133843 0.0952955 0.0952955
0.5 0.13481 0.13481 0.170734 0.170734 0.194227 0.194227 0.194798 0.194798 0.171679 0.171679 0.135258 0.135258
1.5 0.13481 0.13481 0.170734 0.170734 0.194227 0.194227 0.194798 0.194798 0.171679 0.171679 0.135258 0.135258
1.5 0.181368 0.181368 0.19675 0.19675 0.214009 0.214009 0.213991 0.213991 0.1969 0.1969 0.181405 0.181405
2.5 0.181368 0.181368 0.19675 0.19675 0.214009 0.214009 0.213991 0.213991 0.1969 0.1969 0.181405 0.181405
2.5 0.181427 0.181427 0.196861 0.196861 0.214007 0.214007 0.213894 0.213894 0.196727 0.196727 0.181326 0.181326
3.5 0.181427 0.181427 0.196861 0.196861 0.214007 0.214007 0.213894 0.213894 0.196727 0.196727 0.181326 0.181326
3.5 0.135182 0.135182 0.171524 0.171524 0.194789 0.194789 0.194175 0.194175 0.170907 0.170907 0.134779 0.134779
4.5 0.135182 0.135182 0.171524 0.171524 0.194789 0.194789 0.194175 0.194175 0.170907 0.170907 0.134779 0.134779
4.5 0.0952784 0.0952784 0.133854 0.133854 0.178793 0.178793 0.178228 0.178228 0.13313 0.13313 0.0948408 0.0948408
5.5 0.0952784 0.0952784 0.133854 0.133854 0.178793 0.178793 0.178228 0.178228 0.13313 0.13313 0.0948408 0.0948408

36 -0.5 0.5 0.5 1.5 1.5 2.5 2.5 3.5 3.5 4.5 4.5 5.5 
-0.5 0.0854979 0.0854979 0.0979388 0.0979388 0.196811 0.196811 0.17222 0.17222 0.140235 0.140235 0.0941105 0.0941105
0.5 0.0854979 0.0854979 0.0979388 0.0979388 0.196811 0.196811 0.17222 0.17222 0.140235 0.140235 0.0941105 0.0941105
0.5 0.148719 0.148719 0.116188 0.116188 0.181082 0.181082 0.0396341 0.0396341 0.0257772 0.0257772 0.0948951 0.0948951
1.5 0.148719 0.148719 0.116188 0.116188 0.181082 0.181082 0.0396341 0.0396341 0.0257772 0.0257772 0.0948951 0.0948951
1.5 0.163755 0.163755 0.12541 0.12541 0.219776 0.219776 0.206205 0.206205 0.191275 0.191275 0.200446 0.200446
2.5 0.163755 0.163755 0.12541 0.12541 0.219776 0.219776 0.206205 0.206205 0.191275 0.191275 0.200446 0.200446
2.5 0.200645 0.200645 0.191003 0.191003 0.206746 0.206746 0.219223 0.219223 0.126584 0.126584 0.163362 0.163362
3.5 0.200645 0.200645 0.191003 0.191003 0.206746 0.206746 0.219223 0.219223 0.126584 0.126584 0.163362 0.163362
3.5 0.0949183 0.0949183 0.0256465 0.0256465 0.0398099 0.0398099 0.180114 0.180114 0.116941 0.116941 0.148118 0.148118
4.5 0.0949183 0.0949183 0.0256465 0.0256465 0.0398099 0.0398099 0.180114 0.180114 0.116941 0.116941 0.148118 0.148118
4.5 0.0940384 0.0940384 0.140131 0.140131 0.172292 0.172292 0.196638 0.196638 0.0984552 0.0984552 0.0853583 0.0853583
5.5 0.0940384 0.0940384 0.140131 0.140131 0.172292 0.172292 0.196638 0.196638 0.0984552 0.0984552 0.0853583 0.0853583

36 -0.5 0.5 0.5 1.5 1.5 2.5 2.5 3.5 3.5 4.5 4.5 5.5 
-0.5 0.00941289 0.00941289 0.0352537 0.0352537 -0.0184572 -0.0184572 0.00653102 0.00653102 -0.00639245 -0.00639245 0.00118503 0.00118503
0.5 0.00941289 0.00941289 0.0352537 0.0352537 -0.0184572 -0.0184572 0.00653102 0.00653102 -0.00639245 -0.00639245 0.00118503 0.00118503
0.5 -0.0139086 -0.0139086 0.0545465 0.0545465 0.013145 0.013145 0.155163 0.155163 0.145902 0.145902 0.0403631 0.0403631
1.5 -0.0139086 -0.0139086 0.0545465 0.0545465 0.013145 0.013145 0.155163 0.155163 0.145902 0.145902 0.0403631 0.0403631
1.5 0.0176133 0.0176133 0.0713399 0.0713399 -0.00576717 -0.00576717 0.00778597 0.00778597 0.00562502 0.00562502 -0.0190414 -0.0190414
2.5 0.0176133 0.0176133 0.0713399 0.0713399 -0.00576717 -0.00576717 0.00778597 0.00778597 0.00562502 0.00562502 -0.0190414 -0.0190414
2.5 -0.0192176 -0.0192176 0.00585882 0.00585882 0.00726096 0.00726096 -0.00532929 -0.00532929 0.0701425 0.0701425 0.0179642 0.0179642
3.5 -0.0192176 -0.0192176 0.00585882 0.00585882 0.00726096 0.00726096 -0.00532929 -0.00532929 0.0701425 0.0701425 0.0179642 0.0179642
3.5 0.0402635 0.0402635 0.145878 0.145878 0.154979 0.154979 0.0140608 0.0140608 0.0539661 0.0539661 -0.0133388 -0.0133388
4.5 0.0402635 0.0402635 0.145878 0.145878 0.154979 0.154979 0.0140608 0.0140608 0.0539661 0.0539661 -0.0133388 -0.0133388
4.5 0.00124 0.00124 -0.00627663 -0.00627663 0.0065013 0.0065013 -0.0184105 -0.0184105 0.0346751 0.0346751 0.00948256 0.00948256
5.5 0.00124 0.00124 -0.00627663 -0.00627663 0.0065013 0.0065013 -0.0184105 -0.0184105 0.0346751 0.0346751 0.00948256 0.00948256
