54	-0.5	0.5	0.5	1.5	1.5	2.5	2.5	3.5	3.5	4.5	4.5	5.5	5.5	6.5	6.5	7.5	7.5	8.5	
-0.5	0.00523586	0.00523586	0.0525215	0.0525215	0.0572472	0.0572472	0.0492932	0.0492932	0.0363791	0.0363791	0.0495953	0.0495953	0.0581477	0.0581477	0.0533386	0.0533386	0.00534325	0.00534325	
0.5	0.00523586	0.00523586	0.0525215	0.0525215	0.0572472	0.0572472	0.0492932	0.0492932	0.0363791	0.0363791	0.0495953	0.0495953	0.0581477	0.0581477	0.0533386	0.0533386	0.00534325	0.00534325	
0.5	0.0502383	0.0502383	0.220853	0.220853	0.197428	0.197428	0.184258	0.184258	0.166277	0.166277	0.184043	0.184043	0.197641	0.197641	0.221921	0.221921	0.0506728	0.0506728	
1.5	0.0502383	0.0502383	0.220853	0.220853	0.197428	0.197428	0.184258	0.184258	0.166277	0.166277	0.184043	0.184043	0.197641	0.197641	0.221921	0.221921	0.0506728	0.0506728	
1.5	0.0484462	0.0484462	0.190111	0.190111	0.111802	0.111802	0.156419	0.156419	0.146365	0.146365	0.156597	0.156597	0.111485	0.111485	0.190123	0.190123	0.0487187	0.0487187	
2.5	0.0484462	0.0484462	0.190111	0.190111	0.111802	0.111802	0.156419	0.156419	0.146365	0.146365	0.156597	0.156597	0.111485	0.111485	0.190123	0.190123	0.0487187	0.0487187	
2.5	0.048444	0.048444	0.19007	0.19007	0.111698	0.111698	0.156398	0.156398	0.146357	0.146357	0.156531	0.156531	0.11158	0.11158	0.190088	0.190088	0.0487184	0.0487184	
3.5	0.048444	0.048444	0.19007	0.19007	0.111698	0.111698	0.156398	0.156398	0.146357	0.146357	0.156531	0.156531	0.11158	0.11158	0.190088	0.190088	0.0487184	0.0487184	
3.5	0.0502741	0.0502741	0.221057	0.221057	0.197524	0.197524	0.184245	0.184245	0.166326	0.166326	0.183919	0.183919	0.197515	0.197515	0.221692	0.221692	0.0506689	0.0506689	
4.5	0.0502741	0.0502741	0.221057	0.221057	0.197524	0.197524	0.184245	0.184245	0.166326	0.166326	0.183919	0.183919	0.197515	0.197515	0.221692	0.221692	0.0506689	0.0506689	
4.5	0.00523978	0.00523978	0.0526967	0.0526967	0.0574717	0.0574717	0.0492775	0.0492775	0.0362145	0.0362145	0.049221	0.049221	0.0577773	0.0577773	0.0531489	0.0531489	0.00534481	0.00534481	
5.5	0.00523978	0.00523978	0.0526967	0.0526967	0.0574717	0.0574717	0.0492775	0.0492775	0.0362145	0.0362145	0.049221	0.049221	0.0577773	0.0577773	0.0531489	0.0531489	0.00534481	0.00534481	
0.00534481	
54	-0.5	0.5	0.5	1.5	1.5	2.5	2.5	3.5	3.5	4.5	4.5	5.5	5.5	6.5	6.5	7.5	7.5	8.5	
-0.5	0.0047362	0.0047362	0.0475989	0.0475989	0.038445	0.038445	0.0614979	0.0614979	0.0695909	0.0695909	0.0463754	0.0463754	0.00670986	0.00670986	0.00496524	0.00496524	0.00153273	0.00153273	
0.5	0.0047362	0.0047362	0.0475989	0.0475989	0.038445	0.038445	0.0614979	0.0614979	0.0695909	0.0695909	0.0463754	0.0463754	0.00670986	0.00670986	0.00496524	0.00496524	0.00153273	0.00153273	
0.5	0.0452289	0.0452289	0.21375	0.21375	0.167153	0.167153	0.201837	0.201837	0.200018	0.200018	0.152075	0.152075	0.0146427	0.0146427	0.0155012	0.0155012	0.00769061	0.00769061	
1.5	0.0452289	0.0452289	0.21375	0.21375	0.167153	0.167153	0.201837	0.201837	0.200018	0.200018	0.152075	0.152075	0.0146427	0.0146427	0.0155012	0.0155012	0.00769061	0.00769061	
1.5	0.056662	0.056662	0.227482	0.227482	0.115091	0.115091	0.133593	0.133593	0.120797	0.120797	0.192799	0.192799	0.138268	0.138268	0.168751	0.168751	0.0470034	0.0470034	
2.5	0.056662	0.056662	0.227482	0.227482	0.115091	0.115091	0.133593	0.133593	0.120797	0.120797	0.192799	0.192799	0.138268	0.138268	0.168751	0.168751	0.0470034	0.0470034	
2.5	0.046835	0.046835	0.168549	0.168549	0.138089	0.138089	0.192916	0.192916	0.12085	0.12085	0.133595	0.133595	0.115106	0.115106	0.227446	0.227446	0.0568975	0.0568975	
3.5	0.046835	0.046835	0.168549	0.168549	0.138089	0.138089	0.192916	0.192916	0.12085	0.12085	0.133595	0.133595	0.115106	0.115106	0.227446	0.227446	0.0568975	0.0568975	
3.5	0.00766908	0.00766908	0.0154973	0.0154973	0.0145702	0.0145702	0.151858	0.151858	0.199783	0.199783	0.202022	0.202022	0.167427	0.167427	0.213752	0.213752	0.0453743	0.0453743	
