2 -9.67992 -9.487    57.8532    2.975600 0.622
3 -9.67992 -9.5932   25.5307    3.148759 0.622
4 -9.67992 -9.63069  15.4333    3.111527 0.622
5 -9.67992 -9.65257  8.85249    4.514400 0.622
6 -9.67992 -9.66233  7.92246    4.350595 0.622
7 -9.67992 -9.66908  5.79096    8.316467 0.622
8 -9.67992 -9.67345  3.73411   10.811629 0.622
12 -9.67992 -9.67856 1.54219   35.555571 0.622
16 -9.67992 -9.67954 0.770683 111.125803 0.622
