8  Null -14.9432 Null 37.716000 Null
12 Null -14.9545 Null 186.472567 Null
16 Null -14.9579 Null 520.501742 Null
18 Null -14.9587 Null 808.183664 Null
24 Null -14.9598 Null 2174.059577 Null
28 Null -14.9601 Null 3968.368675 Null
