54	-0.5	0.5	0.5	1.5	1.5	2.5	2.5	3.5	3.5	4.5	4.5	5.5	5.5	6.5	6.5	7.5	7.5	8.5	
-0.5	-101.382	-101.382	-6.74043	-6.74043	43.0146	43.0146	-35.6074	-35.6074	-7.68917	-7.68917	33.1137	33.1137	-48.1849	-48.1849	-7.26486	-7.26486	94.0861	94.0861	
0.5	-101.382	-101.382	-6.74043	-6.74043	43.0146	43.0146	-35.6074	-35.6074	-7.68917	-7.68917	33.1137	33.1137	-48.1849	-48.1849	-7.26486	-7.26486	94.0861	94.0861	
0.5	8.7028	8.7028	6.97479	6.97479	7.42567	7.42567	-6.83819	-6.83819	-0.945105	-0.945105	7.72747	7.72747	-7.37124	-7.37124	-9.28308	-9.28308	-11.932	-11.932	
1.5	8.7028	8.7028	6.97479	6.97479	7.42567	7.42567	-6.83819	-6.83819	-0.945105	-0.945105	7.72747	7.72747	-7.37124	-7.37124	-9.28308	-9.28308	-11.932	-11.932	
1.5	73.1951	73.1951	6.27306	6.27306	-29.0804	-29.0804	27.4534	27.4534	2.24308	2.24308	-30.1726	-30.1726	29.0663	29.0663	-1.60151	-1.60151	-69.0139	-69.0139	
2.5	73.1951	73.1951	6.27306	6.27306	-29.0804	-29.0804	27.4534	27.4534	2.24308	2.24308	-30.1726	-30.1726	29.0663	29.0663	-1.60151	-1.60151	-69.0139	-69.0139	
2.5	-73.1951	-73.1951	-6.27306	-6.27306	29.0804	29.0804	-27.4534	-27.4534	-2.24308	-2.24308	30.1726	30.1726	-29.0663	-29.0663	1.60151	1.60151	69.0139	69.0139	
3.5	-73.1951	-73.1951	-6.27306	-6.27306	29.0804	29.0804	-27.4534	-27.4534	-2.24308	-2.24308	30.1726	30.1726	-29.0663	-29.0663	1.60151	1.60151	69.0139	69.0139	
3.5	-8.7028	-8.7028	-6.97479	-6.97479	-7.42567	-7.42567	6.83819	6.83819	0.945105	0.945105	-7.72747	-7.72747	7.37124	7.37124	9.28308	9.28308	11.932	11.932	
4.5	-8.7028	-8.7028	-6.97479	-6.97479	-7.42567	-7.42567	6.83819	6.83819	0.945105	0.945105	-7.72747	-7.72747	7.37124	7.37124	9.28308	9.28308	11.932	11.932	
4.5	101.382	101.382	6.74043	6.74043	-43.0146	-43.0146	35.6074	35.6074	7.68917	7.68917	-33.1137	-33.1137	48.1849	48.1849	7.26486	7.26486	-94.0861	-94.0861	
5.5	101.382	101.382	6.74043	6.74043	-43.0146	-43.0146	35.6074	35.6074	7.68917	7.68917	-33.1137	-33.1137	48.1849	48.1849	7.26486	7.26486	-94.0861	-94.0861	

