42 -0.5 0.5 0.5 1.5 1.5 2.5 2.5 3.5 3.5 4.5 4.5 5.5 5.5 6.5 
-0.5 0.00529528 0.00529528 0.0266885 0.0266885 0.0354406 0.0354406 0.0369744 0.0369744 0.0354406 0.0354406 0.0266885 0.0266885 0.00529528 0.00529528
0.5 0.00529528 0.00529528 0.0266885 0.0266885 0.0354406 0.0354406 0.0369744 0.0369744 0.0354406 0.0354406 0.0266885 0.0266885 0.00529528 0.00529528
0.5 0.027003 0.027003 0.114541 0.114541 0.129189 0.129189 0.127432 0.127432 0.129189 0.129189 0.114541 0.114541 0.027003 0.027003
1.5 0.027003 0.027003 0.114541 0.114541 0.129189 0.129189 0.127432 0.127432 0.129189 0.129189 0.114541 0.114541 0.027003 0.027003
1.5 0.0382412 0.0382412 0.141761 0.141761 0.103755 0.103755 0.0917649 0.0917649 0.103755 0.103755 0.141761 0.141761 0.0382412 0.0382412
2.5 0.0382412 0.0382412 0.141761 0.141761 0.103755 0.103755 0.0917649 0.0917649 0.103755 0.103755 0.141761 0.141761 0.0382412 0.0382412
2.5 0.0382412 0.0382412 0.141761 0.141761 0.103755 0.103755 0.0917649 0.0917649 0.103755 0.103755 0.141761 0.141761 0.0382412 0.0382412
3.5 0.0382412 0.0382412 0.141761 0.141761 0.103755 0.103755 0.0917649 0.0917649 0.103755 0.103755 0.141761 0.141761 0.0382412 0.0382412
3.5 0.027003 0.027003 0.114541 0.114541 0.129189 0.129189 0.127432 0.127432 0.129189 0.129189 0.114541 0.114541 0.027003 0.027003
4.5 0.027003 0.027003 0.114541 0.114541 0.129189 0.129189 0.127432 0.127432 0.129189 0.129189 0.114541 0.114541 0.027003 0.027003
4.5 0.00529528 0.00529528 0.0266885 0.0266885 0.0354406 0.0354406 0.0369744 0.0369744 0.0354406 0.0354406 0.0266885 0.0266885 0.00529528 0.00529528
5.5 0.00529528 0.00529528 0.0266885 0.0266885 0.0354406 0.0354406 0.0369744 0.0369744 0.0354406 0.0354406 0.0266885 0.0266885 0.00529528 0.00529528
