54 -0.5 0.5 0.5 1.5 1.5 2.5 2.5 3.5 3.5 4.5 4.5 5.5 5.5 6.5 6.5 7.5 7.5 8.5 
-0.5 0.00523586 0.00523586 0.0525215 0.0525215 0.0572472 0.0572472 0.0492932 0.0492932 0.0363791 0.0363791 0.0495953 0.0495953 0.0581477 0.0581477 0.0533386 0.0533386 0.00534325 0.00534325
0.5 0.00523586 0.00523586 0.0525215 0.0525215 0.0572472 0.0572472 0.0492932 0.0492932 0.0363791 0.0363791 0.0495953 0.0495953 0.0581477 0.0581477 0.0533386 0.0533386 0.00534325 0.00534325
0.5 0.0502383 0.0502383 0.220853 0.220853 0.197428 0.197428 0.184258 0.184258 0.166277 0.166277 0.184043 0.184043 0.197641 0.197641 0.221921 0.221921 0.0506728 0.0506728
1.5 0.0502383 0.0502383 0.220853 0.220853 0.197428 0.197428 0.184258 0.184258 0.166277 0.166277 0.184043 0.184043 0.197641 0.197641 0.221921 0.221921 0.0506728 0.0506728
1.5 0.0484462 0.0484462 0.190111 0.190111 0.111802 0.111802 0.156419 0.156419 0.146365 0.146365 0.156597 0.156597 0.111485 0.111485 0.190123 0.190123 0.0487187 0.0487187
2.5 0.0484462 0.0484462 0.190111 0.190111 0.111802 0.111802 0.156419 0.156419 0.146365 0.146365 0.156597 0.156597 0.111485 0.111485 0.190123 0.190123 0.0487187 0.0487187
2.5 0.048444 0.048444 0.19007 0.19007 0.111698 0.111698 0.156398 0.156398 0.146357 0.146357 0.156531 0.156531 0.11158 0.11158 0.190088 0.190088 0.0487184 0.0487184
3.5 0.048444 0.048444 0.19007 0.19007 0.111698 0.111698 0.156398 0.156398 0.146357 0.146357 0.156531 0.156531 0.11158 0.11158 0.190088 0.190088 0.0487184 0.0487184
3.5 0.0502741 0.0502741 0.221057 0.221057 0.197524 0.197524 0.184245 0.184245 0.166326 0.166326 0.183919 0.183919 0.197515 0.197515 0.221692 0.221692 0.0506689 0.0506689
4.5 0.0502741 0.0502741 0.221057 0.221057 0.197524 0.197524 0.184245 0.184245 0.166326 0.166326 0.183919 0.183919 0.197515 0.197515 0.221692 0.221692 0.0506689 0.0506689
4.5 0.00523978 0.00523978 0.0526967 0.0526967 0.0574717 0.0574717 0.0492775 0.0492775 0.0362145 0.0362145 0.049221 0.049221 0.0577773 0.0577773 0.0531489 0.0531489 0.00534481 0.00534481
5.5 0.00523978 0.00523978 0.0526967 0.0526967 0.0574717 0.0574717 0.0492775 0.0492775 0.0362145 0.0362145 0.049221 0.049221 0.0577773 0.0577773 0.0531489 0.0531489 0.00534481 0.00534481

54 -0.5 0.5 0.5 1.5 1.5 2.5 2.5 3.5 3.5 4.5 4.5 5.5 5.5 6.5 6.5 7.5 7.5 8.5 
-0.5 0.000550202 0.000550202 0.00542777 0.00542777 0.0213038 0.0213038 -0.00202425 -0.00202425 -0.0162485 -0.0162485 -0.00195738 -0.00195738 0.0219219 0.0219219 0.00611484 0.00611484 0.000655422 0.000655422
0.5 0.000550202 0.000550202 0.00542777 0.00542777 0.0213038 0.0213038 -0.00202425 -0.00202425 -0.0162485 -0.0162485 -0.00195738 -0.00195738 0.0219219 0.0219219 0.00611484 0.00611484 0.000655422 0.000655422
0.5 0.00521436 0.00521436 0.00655362 0.00655362 0.0364992 0.0364992 -0.0140359 -0.0140359 -0.0142866 -0.0142866 -0.0144844 -0.0144844 0.0364906 0.0364906 0.00748515 0.00748515 0.00558087 0.00558087
1.5 0.00521436 0.00521436 0.00655362 0.00655362 0.0364992 0.0364992 -0.0140359 -0.0140359 -0.0142866 -0.0142866 -0.0144844 -0.0144844 0.0364906 0.0364906 0.00748515 0.00748515 0.00558087 0.00558087
1.5 -0.00379475 -0.00379475 -0.0356518 -0.0356518 -0.00910397 -0.00910397 0.00238981 0.00238981 0.0421031 0.0421031 0.00261482 0.00261482 -0.00930968 -0.00930968 -0.0355883 -0.0355883 -0.00363846 -0.00363846
2.5 -0.00379475 -0.00379475 -0.0356518 -0.0356518 -0.00910397 -0.00910397 0.00238981 0.00238981 0.0421031 0.0421031 0.00261482 0.00261482 -0.00930968 -0.00930968 -0.0355883 -0.0355883 -0.00363846 -0.00363846
2.5 0.00783646 0.00783646 0.0276653 0.0276653 -0.0262416 -0.0262416 -0.019638 -0.019638 0.0242407 0.0242407 -0.0194574 -0.0194574 -0.0264159 -0.0264159 0.0275065 0.0275065 0.00797434 0.00797434
3.5 0.00783646 0.00783646 0.0276653 0.0276653 -0.0262416 -0.0262416 -0.019638 -0.019638 0.0242407 0.0242407 -0.0194574 -0.0194574 -0.0264159 -0.0264159 0.0275065 0.0275065 0.00797434 0.00797434
