48 -0.5 0.5 0.5 1.5 1.5 2.5 2.5 3.5 3.5 4.5 4.5 5.5 5.5 6.5 6.5 7.5 
-0.5 0.00291845 0.00291845 0.0523529 0.0523529 0.0940093 0.0940093 0.0470277 0.0470277 0.0417964 0.0417964 0.0992331 0.0992331 0.06551 0.06551 0.00282468 0.00282468
0.5 0.00291845 0.00291845 0.0523529 0.0523529 0.0940093 0.0940093 0.0470277 0.0470277 0.0417964 0.0417964 0.0992331 0.0992331 0.06551 0.06551 0.00282468 0.00282468
0.5 0.076158 0.076158 0.256251 0.256251 0.221062 0.221062 0.165561 0.165561 0.165939 0.165939 0.219557 0.219557 0.26103 0.26103 0.0780257 0.0780257
1.5 0.076158 0.076158 0.256251 0.256251 0.221062 0.221062 0.165561 0.165561 0.165939 0.165939 0.219557 0.219557 0.26103 0.26103 0.0780257 0.0780257
1.5 0.101188 0.101188 0.227439 0.227439 0.053992 0.053992 0.214493 0.214493 0.229059 0.229059 0.0569109 0.0569109 0.22663 0.22663 0.104405 0.104405
2.5 0.101188 0.101188 0.227439 0.227439 0.053992 0.053992 0.214493 0.214493 0.229059 0.229059 0.0569109 0.0569109 0.22663 0.22663 0.104405 0.104405
2.5 0.0282945 0.0282945 0.173724 0.173724 0.149613 0.149613 0.129297 0.129297 0.128641 0.128641 0.148738 0.148738 0.182845 0.182845 0.0292893 0.0292893
3.5 0.0282945 0.0282945 0.173724 0.173724 0.149613 0.149613 0.129297 0.129297 0.128641 0.128641 0.148738 0.148738 0.182845 0.182845 0.0292893 0.0292893
3.5 0.0698417 0.0698417 0.251951 0.251951 0.193764 0.193764 0.185597 0.185597 0.188348 0.188348 0.18981 0.18981 0.241695 0.241695 0.0636459 0.0636459
4.5 0.0698417 0.0698417 0.251951 0.251951 0.193764 0.193764 0.185597 0.185597 0.188348 0.188348 0.18981 0.18981 0.241695 0.241695 0.0636459 0.0636459
4.5 0.040213 0.040213 0.103763 0.103763 0.034674 0.034674 0.126385 0.126385 0.124719 0.124719 0.0279736 0.0279736 0.089708 0.089708 0.0340987 0.0340987
5.5 0.040213 0.040213 0.103763 0.103763 0.034674 0.034674 0.126385 0.126385 0.124719 0.124719 0.0279736 0.0279736 0.089708 0.089708 0.0340987 0.0340987

48 -0.5 0.5 0.5 1.5 1.5 2.5 2.5 3.5 3.5 4.5 4.5 5.5 5.5 6.5 6.5 7.5 
-0.5 0.0147313 0.0147313 0.0460544 0.0460544 0.0597451 0.0597451 0.0187812 0.0187812 0.0327308 0.0327308 0.00715825 0.00715825 0.00802897 0.00802897 0.00396202 0.00396202
0.5 0.0147313 0.0147313 0.0460544 0.0460544 0.0597451 0.0597451 0.0187812 0.0187812 0.0327308 0.0327308 0.00715825 0.00715825 0.00802897 0.00802897 0.00396202 0.00396202
0.5 0.101895 0.101895 0.248191 0.248191 0.27576 0.27576 0.136069 0.136069 0.140688 0.140688 0.00778779 0.00778779 0.0205587 0.0205587 0.0128535 0.0128535
1.5 0.101895 0.101895 0.248191 0.248191 0.27576 0.27576 0.136069 0.136069 0.140688 0.140688 0.00778779 0.00778779 0.0205587 0.0205587 0.0128535 0.0128535
1.5 0.135342 0.135342 0.145612 0.145612 0.119543 0.119543 0.137751 0.137751 0.257474 0.257474 0.153855 0.153855 0.186523 0.186523 0.0546557 0.0546557
2.5 0.135342 0.135342 0.145612 0.145612 0.119543 0.119543 0.137751 0.137751 0.257474 0.257474 0.153855 0.153855 0.186523 0.186523 0.0546557 0.0546557
2.5 0.206972 0.206972 0.241875 0.241875 0.190311 0.190311 0.162774 0.162774 0.110551 0.110551 0.102045 0.102045 0.232585 0.232585 0.03579 0.03579
3.5 0.206972 0.206972 0.241875 0.241875 0.190311 0.190311 0.162774 0.162774 0.110551 0.110551 0.102045 0.102045 0.232585 0.232585 0.03579 0.03579
3.5 0.0760325 0.0760325 0.0155566 0.0155566 0.0236802 0.0236802 0.226338 0.226338 0.18469 0.18469 0.155195 0.155195 0.267211 0.267211 0.050471 0.050471
