36 -0.5 0.5 0.5 1.5 1.5 2.5 2.5 3.5 3.5 4.5 4.5 5.5 
-0.5 0.00450073 0.00450073 0.0531732 0.0531732 0.0574899 0.0574899 0.0573701 0.0573701 0.0533176 0.0533176 0.00454365 0.00454365
0.5 0.00450073 0.00450073 0.0531732 0.0531732 0.0574899 0.0574899 0.0573701 0.0573701 0.0533176 0.0533176 0.00454365 0.00454365
0.5 0.0544603 0.0544603 0.234022 0.234022 0.2118 0.2118 0.211612 0.211612 0.234147 0.234147 0.0543984 0.0543984
1.5 0.0544603 0.0544603 0.234022 0.234022 0.2118 0.2118 0.211612 0.211612 0.234147 0.234147 0.0543984 0.0543984
1.5 0.0599961 0.0599961 0.211672 0.211672 0.114798 0.114798 0.115102 0.115102 0.212119 0.212119 0.060084 0.060084
2.5 0.0599961 0.0599961 0.211672 0.211672 0.114798 0.114798 0.115102 0.115102 0.212119 0.212119 0.060084 0.060084
2.5 0.0599408 0.0599408 0.213171 0.213171 0.115581 0.115581 0.115251 0.115251 0.212635 0.212635 0.0603065 0.0603065
3.5 0.0599408 0.0599408 0.213171 0.213171 0.115581 0.115581 0.115251 0.115251 0.212635 0.212635 0.0603065 0.0603065
3.5 0.0539193 0.0539193 0.233301 0.233301 0.21065 0.21065 0.211026 0.211026 0.233449 0.233449 0.0544857 0.0544857
4.5 0.0539193 0.0539193 0.233301 0.233301 0.21065 0.21065 0.211026 0.211026 0.233449 0.233449 0.0544857 0.0544857
4.5 0.00437352 0.00437352 0.0517845 0.0517845 0.0549226 0.0549226 0.0547958 0.0547958 0.0514398 0.0514398 0.00436186 0.00436186
5.5 0.00437352 0.00437352 0.0517845 0.0517845 0.0549226 0.0549226 0.0547958 0.0547958 0.0514398 0.0514398 0.00436186 0.00436186

36 -0.5 0.5 0.5 1.5 1.5 2.5 2.5 3.5 3.5 4.5 4.5 5.5 
-0.5 0.00896867 0.00896867 0.0797985 0.0797985 0.0497081 0.0497081 0.0082563 0.0082563 0.00864827 0.00864827 0.00491793 0.00491793
0.5 0.00896867 0.00896867 0.0797985 0.0797985 0.0497081 0.0497081 0.0082563 0.0082563 0.00864827 0.00864827 0.00491793 0.00491793
