2 -9.67992 -9.487    57.8532
3 -9.67992 -9.5932   25.5307
4 -9.67992 -9.63069  15.4333
5 -9.67992 -9.65257  8.85249
6 -9.67992 -9.66233  7.92246
7 -9.67992 -9.66908  5.79096
8 -9.67992 -9.67345  3.73411
12 -9.67992 -9.67856 1.54219
16 -9.67992 -9.67954 0.770683
